player_id,situation,on_ice_xgf,on_ice_xga,shots_for_count,shots_against_count
8479987,5v5,0.7509967740625143,0.0,7,0
8479996,5v5,0.16277877241373062,0.27769707748666406,4,2
8479998,5v5,0.5010599953497357,0.2703733624663574,12,4
8479998,PK,0.0,0.24335712659069428,0,4
8479999,5v5,0.17718391492962837,0.17785745859146118,4,3
8480001,5v5,0.9031867776571433,0.5948963215187131,14,9
8480001,PK,0.13499907779781897,0.0,2,0
8480003,5v5,1.1843979059060077,0.8481642134215948,18,16
8480003,PK,0.29862377898349934,0.22537613145369959,3,3
8480003,PP,0.2362634549541704,0.0,2,0
8480009,5v5,0.5970566645264626,0.08916639164090157,6,3
8480009,PK,0.0,0.01648738607764244,0,1
8480014,5v5,0.4346509091556072,0.07361486554145813,7,2
8480023,5v5,0.4241061289794743,0.767995810136199,6,8
8480023,PK,0.0,0.1622491329908371,0,1
8480039,5v5,2.0948042870353083,1.0651175500934043,23,12
8480039,PK,0.12466656617763283,0.0,3,0
8480043,5v5,0.01066962443292141,0.0,1,0
8480049,5v5,0.06839730913634412,0.0452754981815815,3,1
8480049,PK,0.0,0.0033138105645775795,0,1
8480058,5v5,0.39043508283793926,0.4258499317802489,5,4
8480069,5v5,0.29029630454209837,1.1144936847040643,4,12
8480069,PK,0.1991403642498562,0.25378584206841404,4,6
8480084,5v5,0.0638071559369564,0.3697922769933939,2,5
8480113,5v5,0.04657735812361352,0.008532080799341202,2,1
8480113,PK,0.0,0.0033138105645775795,0,1
8480144,5v5,0.2384798265993595,0.5176220536231995,6,4
8480145,5v5,0.40580741825397126,0.0638071559369564,7,2
8480145,PK,0.0,0.0033138105645775795,0,1
8480172,5v5,0.09061613911762834,0.7847174759954214,5,7
8480172,PK,0.0,0.19650245644152164,0,3
8480185,5v5,1.6558113531586358,0.7605814045529036,21,15
8480185,PK,0.29862377898349934,0.01953001152074546,3,1
8480185,PP,0.22184894979000092,0.0,1,0
8480188,5v5,0.586094475351274,0.15178505517542362,8,2
8480188,PK,0.0,0.19650245644152164,0,3
8480246,5v5,0.08973926305770874,0.0,1,0
8480281,5v5,0.02590452367439866,0.361243836581707,2,5
8480281,PK,0.0174864511936903,0.1622491329908371,1,1
8480289,5v5,0.032382167875766754,0.0,1,0
8480336,5v5,1.358218040317297,0.6908424943685532,14,5
8480336,PK,0.0,0.04898812994360924,0,1
8480355,5v5,1.1534387543797493,0.2882399456575513,10,7
8480355,PK,0.19650245644152164,0.0,3,0
8480448,5v5,0.754138462482378,0.19740294249357793,14,7
8480448,PK,0.18403549174632763,0.0,3,0
8480727,5v5,0.16673528403043747,0.023995598778128624,3,1
8480727,PK,0.1622491329908371,0.0,1,0
8480762,5v5,0.8936392683535814,0.6048199683427811,7,4
8480762,PK,0.0,0.04898812994360924,0,1
8480789,5v5,0.7381878532469273,0.17611262993887067,7,4
8480807,5v5,0.07414910197257996,0.34612560644745827,2,3
8480807,PK,0.01648738607764244,0.0,1,0
8480829,5v5,0.8554001618176699,0.7570384345017374,7,7
8480830,5v5,1.4079940002411604,0.15185449039563537,13,3
8480830,PK,0.0,0.04898812994360924,0,1
8480835,5v5,0.6747902814517379,0.8144564706662462,12,11
8480835,PK,0.12466656617763283,0.04898812994360924,3,1
8480839,5v5,0.07414910197257996,0.0,2,0
